Animal Name,Class,Order,Family,Is_Endangered,Length(cm),Lifespan(years),Weight(kg),Diet,Asia,Europe,Africa,South-America,North-America,Central-America,Antarctica,Oceania,Ocean,Eurasia
Brown Bear,13,Carnivora,Ursidae,1.0,1114.242495994122,25.0,263.0,4,1,1,0,0,1,0,0,0,0,1
Brown Headed Cowbird,4,Passeriformes,Icteridae,0.0,35.052,16.0,0.041106764188921,4,0,1,0,0,1,1,0,0,0,0
Brown Hyena,13,Carnivora,Hyaenidae,0.0,144.78,13.5,40.59656539448976,4,0,0,1,0,0,0,0,0,0,0
Brown Snake,16,Squamata,Elapidae,1.0,124.05360000000002,15.0,1601.274827419837,0,0,0,0,0,0,0,0,1,1,0
Brown Tree Snake,16,Squamata,Colubridae,0.0,182.88,12.5,2.267964547178199,4,1,0,0,0,0,0,0,1,1,0
Brown Water Snake,16,Squamata,Colubridae,0.0,144.78,9.0,1601.274827419837,4,0,0,0,0,1,0,0,0,0,0
Budgerigar,4,Psittaciformes,Psittacidae,0.0,1114.242495994122,4.5,1.2345679012345678,4,0,0,0,0,0,0,0,1,1,0
Buffalo,13,Artiodactyla,Bovidae,0.0,175.0,18.5,753.5,2,0,0,1,0,0,0,0,0,0,0
Buffalo Fish,0,Cypriniformes,Catostomidae,0.0,91.44,21.5,27.215574566138383,4,0,0,0,0,1,1,0,0,0,0
Bull and Terrier,13,Carnivora,Canidae,1.0,1114.242495994122,11.0,21.545663198192887,4,0,1,0,0,0,0,0,0,0,0
Bull Shark,8,Carcharhiniformes,Carcharhinidae,0.0,280.0,20.5,160.0,0,0,0,0,0,0,0,0,0,1,0
Bull Trout,0,Salmoniformes,Salmonidae,1.0,93.98,11.0,13.636363636363637,0,0,0,0,0,1,0,0,0,0,0
Bullfrog,2,Anura,Ranidae,0.0,1200.0,8.0,14.109347442680775,0,0,0,0,0,1,1,0,0,1,0
Bullsnake,16,Squamata,Colubridae,0.0,121.92,21.0,1601.274827419837,4,0,0,0,0,1,1,0,0,0,0
Bumblebee,11,Hymenoptera,Apidae,0.0,1114.242495994122,19.474841669993218,1601.274827419837,2,1,1,1,0,1,0,0,0,0,1
Burmese Python,16,Squamata,Pythonidae,1.0,701.04,20.0,90.71858188712795,0,1,0,0,0,0,0,0,0,0,0
Burrowing Frog,2,Anura,Myobatrachidae,0.0,800.0,12.5,1.763668430335097,0,0,0,0,0,0,0,0,1,1,0
Burrowing Owl,4,Strigiformes,Strigidae,0.0,1114.242495994122,8.5,188500.0,0,0,0,0,1,1,1,0,0,0,0
Bush Baby,13,Primates,Galagidae,0.0,16.51,16.0,1.477272727272727,4,0,0,1,0,0,0,0,0,0,0
Bush Viper,16,Squamata,Viperidae,0.0,53.34,15.0,2.834955683972749,0,0,0,1,0,0,0,0,0,0,0
Bushmaster Snake,16,Squamata,Viperidae,1.0,930.0,18.0,1601.274827419837,4,0,0,0,1,0,1,0,0,0,0
Butterfly Fish,0,Perciformes,Chaetodontidae,1.0,30.48,7.5,50.0,4,0,0,0,0,0,0,0,0,1,0
Cactus Mouse,13,Rodentia,Cricetidae,0.0,18.415,19.474841669993218,0.0354497354497354,4,0,0,0,0,1,0,0,0,0,0
Cactus Wren,4,Passeriformes,Troglodytidae,0.0,18.542,8.5,0.040114531949878,3,0,0,0,0,1,1,0,0,0,0
Caecilian,2,Gymnophiona,Caecilidae,0.0,10.16,13.0,0.9979044007584076,0,1,0,1,1,0,1,0,0,0,0
Caiman,16,Crocodilia,Alligatoridae,0.0,375.0,30.0,153.0,0,0,0,0,1,0,1,0,0,0,0
Caiman Lizard,16,Squamata,Teiidae,0.0,89.99999999999999,10.0,4.5,0,0,0,0,1,0,0,0,0,0,0
California Kingsnake,16,Squamata,Colubridae,0.0,1114.242495994122,19.474841669993218,1601.274827419837,0,0,0,0,0,1,1,0,0,0,0
Camel,13,Artiodactyla,Camelidae,0.0,285.0,45.0,495.0,2,1,0,1,0,0,0,0,1,1,1
Camel Cricket,11,Orthoptera,Rhaphidophoridae,0.0,3.175,1.5,20000.0,4,1,1,0,1,1,1,0,1,1,1
Camel Spider,3,Solifugae,Solpugidae,0.0,11.43,1.0,0.0705467372134038,0,1,0,0,0,1,1,0,0,0,0
Canada Lynx,13,Carnivora,Felidae,0.0,3550.0,14.0,14.5,0,0,0,0,0,1,0,0,0,0,0
Canada Warbler,4,Passeriformes,Parulidae,0.0,13.462000000000002,7.0,1.105630209219255,4,0,0,0,1,1,0,0,0,0,0
Canadian Horse,13,Perissodactyla,Equidae,1.0,520.0,27.5,476.0,2,0,0,0,0,1,0,0,0,0,0
Cape Lion,13,Carnivora,Felidae,1.0,198.12,25.0,272.15574566138383,0,0,0,1,0,0,0,0,0,0,0
Capybara,13,Rodentia,Caviidae,0.0,11500.0,9.0,50.0,2,0,0,0,1,0,0,0,0,0,0
Caracal,13,Carnivora,Felidae,0.0,1114.242495994122,13.5,14.5,0,1,0,1,0,0,0,0,0,0,0
Cardinal,4,Passeriformes,Cardinalidae,0.0,19.685,9.0,0.0326019164256959,4,0,0,0,0,1,0,0,0,0,0
Caribbean Reef Shark,8,Carcharhiniformes,Carcharhinidae,1.0,259.08,14.0,68.03893641534596,4,0,0,0,0,0,0,0,0,1,0
Caribou,13,Artiodactyla,Cervidae,1.0,187.96,15.0,200.22727272727272,2,0,1,0,0,1,0,0,0,0,1
Carolina Parakeet,4,Psittaciformes,Psittacidae,1.0,31.75,30.0,280.0,4,0,0,0,0,1,0,0,0,0,0
Carp,0,Cypriniformes,Cyprinidae,0.0,2450.0,40.0,22.27272727272727,4,1,0,0,0,0,0,0,0,0,0
Carpenter Ant,11,Hymenoptera,Formicidae,0.0,900.0,19.474841669993218,1601.274827419837,4,1,1,1,1,1,1,0,1,1,1
Carpet Viper,16,Squamata,Viperidae,0.0,59.69,24.0,1601.274827419837,0,1,0,1,0,0,0,0,0,0,0
Cashmere Goat,13,Artiodactyla,Bovidae,0.0,1114.242495994122,11.0,1601.274827419837,2,1,1,0,0,1,0,0,1,1,0
Cassowary,4,Casuariiformes,Casuariidae,0.0,1114.242495994122,50.0,41.75,4,0,0,0,0,0,0,0,1,1,0
Cat-Eyed Snake,16,Squamata,Colubridae,0.0,1114.242495994122,19.474841669993218,1601.274827419837,0,0,0,0,1,1,1,0,0,0,0
Catahoula Bulldog,13,Carnivora,Canidae,0.0,1114.242495994122,12.0,1601.274827419837,4,0,0,0,0,1,0,0,0,0,0
Caucasian Shepherd,13,Carnivora,Canidae,0.0,1114.242495994122,19.474841669993218,1601.274827419837,4,0,1,0,0,0,0,0,0,0,1
Cave Bear,13,Carnivora,Ursidae,1.0,700.0,20.0,45.81288385299961,4,0,1,0,0,0,0,0,0,0,0
Cedar Waxwing,4,Passeriformes,Bombycillidae,0.0,16.51,8.0,0.0311844417984918,4,0,0,0,0,1,1,0,0,0,0
Central Ranges Taipan,16,Squamata,Elapidae,0.0,91.44,19.474841669993218,1601.274827419837,0,0,0,0,0,0,0,0,1,1,0
Cervalces latifrons (Broad-Fronted Moose),13,Artiodactyla,Cervidae,1.0,21.59,19.474841669993218,1043.2636917019713,2,1,1,0,0,1,0,0,0,0,0
Chameleon,16,Squamata,Chamaeleonidae,0.0,3565.0,6.0,1.005,4,1,0,1,0,0,0,0,0,0,0
Chamois,13,Artiodactyla,Bovidae,0.0,1114.242495994122,20.0,52.5,2,0,1,0,0,0,0,0,0,0,0
Checkered Garter Snake,16,Squamata,Colubridae,0.0,1114.242495994122,19.474841669993218,1601.274827419837,0,0,0,0,0,1,1,0,0,0,0
Cheetah,13,Carnivora,Felidae,1.0,1114.242495994122,11.0,52.5,0,1,0,1,0,0,0,0,0,0,1
Chestnut-Sided Warbler,4,Passeriformes,Parulidae,0.0,12.954,6.0,0.0127572716448375,3,0,1,0,1,1,1,0,0,0,0
Chicken,4,Galliformes,Phasianidae,0.0,3750.0,3.0,2.0,4,1,1,1,1,1,1,0,1,1,1
Chicken Snake,16,Squamata,Colubridae,0.0,167.64,14.0,1601.274827419837,0,0,0,0,1,1,1,0,0,0,0
Chigger,3,Trombidiformes,Trombiculidae,0.0,191.77,19.474841669993218,1601.274827419837,4,1,1,1,1,1,1,0,1,1,1
Chimpanzee,13,Primates,Hominidae,1.0,1114.242495994122,55.0,48.0,4,0,0,1,0,0,0,0,0,0,0
Chinchilla,13,Rodentia,Chinchillidae,1.0,3000.0,14.0,15.873015873015872,2,0,0,0,1,0,0,0,0,0,0
Chinese Alligator,16,Crocodilia,Alligatoridae,1.0,579.5,50.0,40.82336184920758,0,1,0,0,0,0,0,0,0,0,0
Chinese Cobra,16,squamata,Elapidae,1.0,201.168,12.0,1601.274827419837,0,1,0,0,0,0,0,0,0,0,0
Chinese Geese,4,Anseriformes,Anatidae,0.0,45.72,17.5,1601.274827419837,2,1,0,0,0,0,0,0,0,0,1
Chinese Paddlefish,0,Acipenseriformes,Polyodontidae,1.0,1500.0,19.474841669993218,450.9090909090909,0,1,0,0,0,0,0,0,0,0,0
Chinese Water Deer,13,Artiodactyla,Cervidae,0.0,91.44,11.0,10.681818181818182,2,1,0,0,0,0,0,0,0,0,0
Chinook Salmon,0,Salmoniformes,Salmonidae,0.0,325.0,7.0,94.5,0,0,0,0,0,0,0,0,0,1,0
Chinstrap Penguin,4,Sphenisciformes,Spheniscidae,0.0,1114.242495994122,17.5,4.5,0,0,0,0,0,0,0,1,0,1,0
Chipmunk,13,Rodentia,Sciuridae,0.0,1114.242495994122,6.0,2.998236331569665,4,0,0,0,0,1,0,0,0,0,1
Chipping Sparrow,4,Passeriformes,Passerellidae,0.0,12.7,19.474841669993218,1601.274827419837,4,0,0,0,0,1,0,0,0,0,0
Chiton,15,Chitonida,Chitonidae,0.0,21.7297,10.5,1601.274827419837,4,0,0,0,0,0,0,0,0,1,0
Christmas Beetle,11,Coleoptera,Scarabaeidae,0.0,2750.0,0.1923076923076923,1601.274827419837,2,0,0,1,0,0,0,0,1,1,0
Christmas Island Red Crab,12,Decapoda,Gecarcinidae,0.0,460.0,25.0,0.4819413732494188,4,0,0,0,0,0,0,0,1,1,0
Cichlid,0,Perciformes,Cichlidae,0.0,91.44,8.0,3.175150366049478,4,0,0,1,1,0,1,0,0,0,0
Cinereous Vulture,4,Accipitriformes,Accipitridae,0.0,114.6048,30.0,11.113026281173171,0,1,1,0,0,0,0,0,0,0,1
Cinnamon Ball Python,16,Squamata,Pythonidae,0.0,167.64,25.0,1601.274827419837,0,0,0,1,0,0,0,0,0,0,0
Cinnamon Bear,13,Carinvora,Ursidae,0.0,1114.242495994122,30.0,181.8181818181818,4,0,0,0,0,1,0,0,0,0,0
Cinnamon Ferret,13,Carnivora,Mustelidae,0.0,35.56,8.5,1.587575183024739,0,0,0,0,0,1,0,0,0,0,0
Clark’s Grebe,4,Podicipediformes,Podicipedidae,0.0,64.77,19.474841669993218,0.9879798151613086,0,0,0,0,0,1,0,0,0,0,0
Clouded Leopard,13,Carnivora,Felidae,1.0,8500.0,14.0,20.5,0,1,0,0,0,0,0,0,0,0,0
Clownfish,0,Perciformes,Pomacentridae,0.0,1400.0,8.0,250000.0,4,0,0,0,0,0,0,0,0,1,0
Coastal Carpet Python,16,Squamata,Pythonidae,0.0,289.56,20.0,1601.274827419837,4,0,0,0,0,0,0,0,1,1,0
Coastal Taipan,16,Squamata,Elapidae,0.0,236.22,19.474841669993218,1601.274827419837,4,0,0,0,0,0,0,0,1,1,0
Coati,13,Carnivora,Procyonidae,0.0,1114.242495994122,11.5,5.5,4,0,0,0,1,1,1,0,0,0,0
Cobia Fish,0,Carangiformes,Rachycentridae,0.0,198.12,15.0,61.235042773811365,0,0,0,0,0,0,0,0,0,1,0
Cockatoo,4,Psittaciformes,Cacatuidae,1.0,5300.0,45.0,68.4090909090909,4,1,0,0,0,0,0,0,1,1,0
Cockle,5,Cardiida,Cardiidae,0.0,8.128,7.5,0.0249475534387934,2,0,0,0,0,0,0,0,0,1,0
Codfish,0,Gadiformes,Gadidae,1.0,13850.0,20.0,122.5,0,0,0,0,0,0,0,0,0,1,0
Codling Moth,11,Lepidoptera,Tortricidae,0.0,1200.0,0.1767123287671232,1601.274827419837,2,1,1,1,1,1,1,0,1,1,1
Collared Peccary,13,Atriodactyla,Tayassuidae,0.0,1114.242495994122,10.0,18.0,4,0,0,0,1,0,1,0,0,0,0
Colossal Squid,7,Oegopsida,Cranchiidae,0.0,3000.0,19.474841669993218,590.9090909090909,0,0,0,0,0,0,0,0,0,1,0
Comb-crested Jacana,4,Charadriiformes,Jacanidae,0.0,23.495,4.8,0.1091455462947213,4,1,0,0,0,0,0,0,1,1,0
Comet Moth,11,Lepidoptera,Saturniidae,0.0,1114.242495994122,0.0328767123287671,1601.274827419837,4,0,0,1,0,0,0,0,0,0,0
Common Buzzard,4,Accipitriformes,Accipitridae,0.0,5400.0,16.0,31.746031746031743,0,1,1,1,0,0,0,0,0,0,1
Common Carp,0,Cypriniformes,Cyprinidae,1.0,1114.242495994122,19.474841669993218,1601.274827419837,4,1,1,0,0,0,0,0,0,0,0
Common European Adder,16,Squamata,Viperidae,0.0,76.2,12.5,1601.274827419837,0,1,1,0,0,0,0,0,0,0,1
Common Frog,2,Anura,Ranidae,0.0,800.0,7.5,1.763668430335097,0,0,1,0,0,0,0,0,0,0,0
Common Grackle,4,Passeriformes,Icteridae,0.0,30.48,5.6,0.1077280716675171,4,0,0,0,0,1,1,0,0,0,0
Common Green Magpie,4,Passeriformes,Corvidae,0.0,36.83,20.0,0.1275727164483755,0,1,0,0,0,0,0,0,0,0,0
Common House Spider,3,aranae,Theridiidae,0.0,0.4953,1.0,0.0283494925440834,0,1,1,1,1,1,1,0,1,1,1
Common Loon,4,Gaviiformes,Gaviidae,0.0,7200.0,20.0,4.0,4,0,1,0,0,1,0,0,0,0,0
Common Raven,4,Passeriformes,Corvidae,0.0,63.5,28.5,1.1566619190608811,4,1,1,1,0,1,1,0,0,0,1
Common Toad,2,Anura,Bufonidae,0.0,1400.0,3.0,1.763668430335097,0,0,1,0,0,0,0,0,0,0,0
Common Yellowthroat,4,Passeriformes,Parulidae,0.0,11.938,10.0,0.008504847763225,3,0,0,0,0,1,1,0,0,0,0
Conger Eel,0,Anguilliformes,Congridae,0.0,167.64,20.0,38.63636363636363,0,0,0,0,0,0,0,0,0,1,0
Conure,4,Psittaciformes,Arinae,1.0,38.1,15.0,0.0065203832851391,4,0,0,0,1,1,1,0,0,0,0
Cookiecutter Shark,8,Squaliformes,Dalatiidae,0.0,45.72,25.0,1601.274827419837,0,0,0,0,0,0,0,0,0,1,0
Cooper’s Hawk,4,Accipitriformes,Accipitridae,0.0,40.5,12.0,0.575,0,0,0,0,0,1,1,0,0,0,0
Corella,4,Psittaciformes,Cacatuidae,0.0,41.91,80.0,0.0049611611952146,4,1,0,0,0,0,1,0,1,1,0
Corn Snake,16,Squamata,Colubridae,0.0,1114.242495994122,15.0,1601.274827419837,0,0,0,0,0,1,0,0,0,0,0
Coryphodon,13,Cimolesta,Coryphodontidae,1.0,250.0,19.474841669993218,500.0,2,1,1,0,0,1,0,0,0,0,0
Costa’s Hummingbird,4,Apodiformes,Trochilidae,0.0,8.255,19.474841669993218,3000.0,4,0,0,0,0,1,0,0,0,0,0
Cotton-top Tamarin,13,Primates,Callitrichidae,1.0,2400.0,11.5,19.753086419753085,4,0,0,0,1,0,0,0,0,0,0
Cottonmouth,16,Squamata,Viperidae,0.0,91.44,10.0,1601.274827419837,0,0,0,0,0,1,0,0,0,0,0
Cougar,13,Carnivora,Felidae,0.0,212.5,15.0,59.5,0,0,0,0,0,1,0,0,0,0,0
Cow,13,Artiodactyla,Bovidae,0.0,165.0,16.0,600.0,2,1,1,1,1,1,1,0,1,1,1
Coyote,13,Carnivora,Canidae,0.0,8250.0,12.5,14.0,0,0,0,0,0,1,1,0,0,0,0
Crab,12,Decapoda,Brachyura,0.0,20050.0,50.5,1.7989417989417988,0,1,1,1,1,1,1,0,1,1,1
Crab Spider,3,Araneae,Thomisidae,0.0,15.4432,19.474841669993218,1601.274827419837,4,1,1,1,1,1,1,0,1,1,1
Crab-Eating Macaque,13,Primates,Cercopithecidae,0.0,1114.242495994122,22.5,6.0,0,1,0,0,0,0,0,0,0,0,0
Crabeater Seal,13,Carnivora,Pinnipedia,0.0,225.552,40.0,272.15574566138383,0,0,0,0,0,0,0,1,0,0,0
Crane,4,Gruiformes,Gruidae,0.0,120.0,22.5,6.85,4,1,1,1,0,1,0,0,1,1,1
Crappie Fish,0,Perciformes,Centrarchidae,0.0,1114.242495994122,19.474841669993218,1601.274827419837,4,0,0,0,0,0,0,0,0,1,0
Crested Gecko,16,Squamata,Diplodactglidae,1.0,25.4,15.0,0.0324601689629755,4,0,0,0,0,0,0,0,1,1,0
Crested Penguin,4,Sphenisciformes,Spheniscidae,1.0,1114.242495994122,17.5,4.5,0,0,0,0,0,0,0,0,1,1,0
Cricket,11,Orthoptera,Gryllidae,1.0,2.7940000000000005,19.474841669993218,0.0005,4,1,1,1,1,1,1,0,1,1,1
Crocodile,16,Crocodilia,Crocodylidae,0.0,435.0,45.0,9.5,0,1,0,1,1,1,1,0,1,1,0
Crocodile Monitor,16,Squamata,Varanidae,0.0,162.5,15.0,5.5,1,1,0,0,0,0,0,0,1,1,0
Cross Fox,13,Carnivora,Canidae,0.0,2650.0,12.5,1601.274827419837,0,0,0,0,0,1,0,0,0,0,0
Cross River Gorilla,13,Primates,Hominidae,1.0,1114.242495994122,42.5,150.0,2,0,0,1,0,0,0,0,0,0,0
Crucian Carp,0,Cypriniformes,Cyprinidae,0.0,405.0,10.0,2.5,4,1,1,0,0,0,0,0,0,0,1
Cuban Cockroach,11,Blattodea,Blaberidae,0.0,1114.242495994122,19.474841669993218,1601.274827419837,4,0,0,0,0,0,1,0,0,0,0
Curly Hair Tarantula,3,Araneae,Theraphosidae,0.0,1114.242495994122,19.474841669993218,1601.274827419837,4,0,0,0,0,0,1,0,0,0,0
Cuscus,13,Marsupialia,Phalangeridae,0.0,3750.0,10.0,4.5,2,1,0,0,0,0,0,0,1,1,0
Cuttlefish,7,Decapodiformes,Sepiida,0.0,3250.0,19.474841669993218,6.75,0,0,0,0,0,0,0,0,0,1,0
Danios,0,Cypriniformes,Cyprinidae,0.0,1114.242495994122,5.0,1601.274827419837,4,1,0,0,0,0,0,0,0,0,0
Darkling Beetle,11,Coleoptera,Tenebrionidae,0.0,2.54,19.474841669993218,1601.274827419837,2,1,1,1,1,1,1,0,1,1,1
Darwin’s fox,13,Carnivora,Canidae,1.0,52.8066,19.474841669993218,2.8803149749163124,4,0,0,0,1,0,0,0,0,0,0
Darwin’s Frog,2,Anura,Rhinodermatidae,1.0,300.0,12.5,0.1234567901234567,0,0,0,0,1,0,0,0,0,0,0
De Brazza’s Monkey,13,Primates,Cercopithecidae,0.0,1114.242495994122,26.0,5.216318458509857,4,0,0,1,0,0,0,0,0,0,0
Deathwatch Beetle,11,Coleoptera,Ptinidae,0.0,700.0,6.0,3e-06,2,0,1,1,0,1,0,0,1,1,0
Deer,13,Artiodactyla,Cervidae,0.0,1114.242495994122,15.0,230.0,2,1,1,0,0,1,0,0,0,0,1
Deinosuchus,16,Crocodilia,Alligatoroidea,1.0,899.16,19.474841669993218,8267.34090909091,0,0,0,0,0,1,0,0,0,0,0
Desert Ghost Ball Python,16,Squamata,Pythonidae,0.0,152.4,25.0,2.948353911331658,4,0,0,1,0,0,0,0,0,0,0
Desert Kingsnake,16,Squamata,Colubridae,0.0,106.68,16.0,1601.274827419837,0,0,0,0,0,1,0,0,0,0,0
Desert Locust,11,Orthoptera,Acrididae,0.0,800.0,0.4166666666666667,2000.0,2,1,1,1,0,0,0,0,0,0,0
Desert Rain Frog,2,Anura,Brevicipitidae,1.0,5.715,8.5,0.0141093474426807,4,0,0,1,0,0,0,0,0,0,0
Desert Tortoise,16,Testudines,Testudinidae,0.0,3050.0,42.5,5.5,2,0,0,0,0,1,1,0,0,0,0
Desert Wolf,13,Carnivora,Canidae,1.0,1114.242495994122,5.5,20.41168092460379,0,1,0,1,0,0,0,0,0,0,0
Desmostylus,13,Desmostylia,Desmostylidae,1.0,274.32,19.474841669993218,1285.9090909090908,2,1,0,0,1,1,0,0,0,0,0
Dhole,13,Carnivora,Canidae,1.0,9250.0,11.5,16.0,0,1,0,0,0,0,0,0,0,0,0
Diamondback Moth,11,Lepidoptera,Plutellidae,0.0,600.0,0.0383561643835616,1601.274827419837,2,0,1,1,0,1,0,0,1,1,0
Dik-Dik,13,Artiodactyla,Bovidae,0.0,60.96,7.5,4.7727272727272725,2,0,0,1,0,0,0,0,0,0,0
Dilophosaurus,16,Saurischia,Dilophosauridae,1.0,701.04,19.474841669993218,400.0,0,0,0,0,0,1,0,0,0,0,0
Dingo,13,Carnivora,Canidae,0.0,11250.0,11.0,16.5,0,0,0,0,0,0,0,0,1,1,0
Dinocrocuta,13,Carnivora,Percrocutidae,1.0,131.064,19.474841669993218,299.8249131369579,0,1,0,1,0,0,0,0,0,0,0
Dinofelis,13,Carnivora,Felidae,1.0,1114.242495994122,19.474841669993218,1601.274827419837,4,0,0,1,0,0,0,0,0,0,0
Dinopithecus,13,Primates,Cercopithecidae,1.0,1114.242495994122,19.474841669993218,37.5,4,0,0,1,0,0,0,0,0,0,0
Dinosaur Shrimp,6,Notostraca,Triopsidae,0.0,4.064,0.1506849315068493,1601.274827419837,4,1,1,1,1,1,0,0,1,1,0
Diplodocus,16,Saurischia,Diplodocidae,1.0,3200.4,75.0,0.125,2,0,0,0,0,1,0,0,0,0,0
Diprotodon,13,Diprotodontia,Diprotodontidae,1.0,365.76,19.474841669993218,2721.5574566138384,2,0,0,0,0,0,0,0,1,1,0
Discus,0,Perciformes,Cichlidae,0.0,1375.0,12.5,200.0,4,0,0,0,1,0,0,0,0,0,0
Dodo,4,Columbiformes,Columbidae,1.0,1114.242495994122,20.0,32.0,4,1,1,1,1,1,1,1,1,1,1
Doedicurus,13,Cingulata,Chlamyphoridae,1.0,360.0,19.474841669993218,704.5,2,0,0,0,1,1,0,0,0,0,0
Dolphin,13,Cetacean,Delphinidae,0.0,300.0,32.5,200.0,0,0,0,0,0,0,0,0,0,1,0
Donkey,13,Perissodactyla,Equidae,0.0,1114.242495994122,22.5,229.0,2,1,1,1,1,1,1,0,1,1,1
Dormouse,13,Rodentia,Gliridae,0.0,1250.0,3.5,107.5,4,1,1,1,0,0,0,0,0,0,1
Douc,13,Primates,Cercopithecidae,1.0,2275.0,24.0,9.525451098148434,2,1,0,0,0,0,0,0,0,0,0
Downy Woodpecker,4,Piciformes,Picidae,0.0,15.748,19.474841669993218,0.0245223110506321,4,0,0,0,0,1,0,0,0,0,0
Doxle,13,Carnivora,Canidae,0.0,27.94,12.5,10.205840462301897,0,0,0,0,0,1,0,0,0,0,0
Draco Volans Lizard,16,Squamata,Agamidae,0.0,819.9999999999999,19.474841669993218,0.0206951295571809,0,1,0,0,0,0,0,0,0,0,0
Dragon Eel,0,Anguilliformes,Muraenidae,0.0,91.44,10.0,1601.274827419837,0,1,0,0,0,1,0,0,0,1,0
Dragonfly,11,Odonata,Anisoptera,0.0,1114.242495994122,19.474841669993218,1601.274827419837,0,1,1,1,1,1,1,0,1,1,1
Duck,4,Anseriformes,Anatidae,0.0,4000.0,6.0,1.0499999999999998,4,1,1,1,1,1,1,0,1,1,1
Dugong,13,Sirenia,Dugongidae,0.0,285.0,60.0,275.0,2,0,0,0,0,0,0,0,0,1,0
Dunkleosteus,18,Arthodira,Dunkleosteidae,1.0,667.512,19.474841669993218,183.25153541199845,0,0,1,1,0,1,0,0,0,0,0
Dunnock,4,Passeriformes,Prunellidae,0.0,1114.242495994122,11.0,0.7583774250440917,4,1,1,0,0,0,0,0,1,1,0
Dusky Shark,8,Carcharhiniformes,Carcharhinidae,1.0,365.76,50.0,181.4371637742559,0,1,1,1,1,1,1,0,1,1,0
Dwarf Hamster,13,Rodentia,Cricetidae,0.0,800.0,2.5,0.0225378465725463,4,1,1,0,0,0,0,0,0,0,0
Eagle,4,Falconiformes,Accipitridae,0.0,1114.242495994122,22.5,3.75,0,1,1,1,1,1,1,0,0,0,1
Eared Grebe,4,Podicipediformes,Podicipedidae,0.0,30.48,19.474841669993218,0.3572036060554516,0,1,1,1,0,1,0,0,0,0,1
Earless Monitor Lizard,16,Squamata,Lanthanotidae,1.0,40.64,19.474841669993218,0.1133979701763338,0,1,0,0,0,0,0,0,0,0,0
Eastern Barred Bandicoot,13,Peramelemorphia,Peramelidae,1.0,1114.242495994122,19.474841669993218,1601.274827419837,4,0,0,0,0,0,0,0,1,1,0
Eastern Bluebird,4,Passeriformes,Turdidae,0.0,18.542,10.0,0.0304757044848897,4,0,0,0,0,1,1,0,0,0,0
Eastern Box Turtle,16,Testudines,Emydidae,1.0,13.97,62.5,0.6818181818181818,4,0,0,0,0,1,0,0,0,0,0
Eastern Brown Snake,16,Squamata,Elapidae,0.0,182.88,15.0,1601.274827419837,0,0,0,0,0,0,0,0,1,1,0
Eastern Chipmunk,13,Rodentia,Sciuridae,0.0,27.94,19.474841669993218,0.1081533140556783,2,0,0,0,0,1,0,0,0,0,0
Eastern Coral Snake,16,Squamata,Elapidae,0.0,76.2,7.0,1601.274827419837,0,0,0,0,0,1,0,0,0,0,0
Eastern Fence Lizard,16,Squamata,Phyrnosomatidae,0.0,13.97,3.5,15.0,0,0,0,0,0,1,1,0,0,0,0
Eastern Glass Lizard,16,Squamata,Anguidae,0.0,77.47,20.0,0.4535918807053353,0,0,0,0,0,1,0,0,0,0,0
Eastern Gorilla,13,Primates,Hominidae,1.0,1114.242495994122,42.5,215.5,4,0,0,1,0,0,0,0,0,0,0
Eastern Gray Squirrel,13,Rodentia,Sciuridae,0.0,26.67,12.0,0.3968928956171684,4,0,0,0,0,1,0,0,0,0,0
Eastern Indigo Snake,16,Squamata,Colubridae,0.0,259.08,19.474841669993218,4.989522003792037,0,0,0,0,0,1,0,0,0,0,0
Eastern Kingbird,4,Passeriformes,Tyrannidae,0.0,21.336,19.474841669993218,0.0368543403073085,4,0,0,0,1,1,1,0,0,0,0
Eastern Lowland Gorilla,13,Primates,Hominidae,1.0,1114.242495994122,42.5,215.5,4,0,0,1,0,0,0,0,0,0,0
Eastern Meadowlark,4,Passeriformes,Icteridae,0.0,827.0,19.474841669993218,1601.274827419837,4,0,0,0,1,1,1,0,0,0,0
Eastern Phoebe,4,Passeriformes,Tyrannidae,0.0,15.494,10.0,0.0184271701536542,4,0,0,0,0,1,1,0,0,0,0
Eastern Racer,16,Squamata,Colubridae,0.0,139.7,10.0,1601.274827419837,0,0,0,0,0,1,1,0,0,0,0
Eastern Rat snake,16,Squamata,Colubridae,0.0,137.16,12.5,1601.274827419837,0,0,0,0,0,1,0,0,0,0,0
Eastern Tiger Snake,16,Scaled Reptiles,Elapid snakes,0.0,1114.242495994122,10.0,1601.274827419837,0,0,0,0,0,0,0,0,1,1,0
Eastern Turkey (Wild Turkey),4,Galliformes,Phasianidae,0.0,100.33,7.0,6.690495414175686,4,0,0,0,0,1,0,0,0,0,0
Echidna,13,Monotremata,Tachyglossidae,0.0,4350.0,27.5,5.5,0,0,0,0,0,0,0,0,1,1,0
Eclectus Parrot,4,Psittaciformes,Psittacidae,0.0,33.655,30.0,0.4535918807053353,2,0,0,0,0,0,0,0,1,1,0
Edible Frog,2,Anura,Ranidae,0.0,800.0,10.0,0.2998236331569665,4,0,1,0,0,0,0,0,0,0,0
Eel catfish,0,Siluriformes,Clariidae,0.0,50.038,15.0,1.818181818181818,4,0,0,1,0,0,0,0,0,0,0
Egret,4,Pelecaniformes,Ardeidae,0.0,91.44,7.5,2.5174406473678004,0,1,1,1,1,1,1,0,1,1,1
