Animal Name,Class,Order,Family,Is_Endangered,Length(cm),Lifespan(years),Weight(kg),Diet,Asia,Europe,Africa,South-America,North-America,Central-America,Antarctica,Oceania,Ocean,Eurasia
Egyptian Cobra (Egyptian Asp),16,squamata,Elapidae,0.0,243.84,25.0,9.09090909090909,0,0,0,1,0,0,0,0,0,0,0
Egyptian Goose,4,Anseriformes,Anatidae,0.0,68.58,20.0,2.5,4,0,0,1,0,0,0,0,0,0,0
Egyptian Tortoise,16,Testudines,Testudinidae,1.0,8.89,85.0,0.2272727272727272,2,1,0,1,0,0,0,0,0,0,0
Egyptian Vulture,4,Accipitriformes,Accipitridae,1.0,57.15,37.0,2.154566319819289,0,1,1,1,0,0,0,0,0,0,1
Eider,4,Anseriformes,Anatidae,0.0,60.96,9.0,1.587575183024739,4,1,1,0,0,1,0,0,0,0,0
Eland,13,Artiodactyla,Bovidae,0.0,1114.242495994122,17.5,150.45454545454544,2,0,0,1,0,0,0,0,0,0,0
Elasmosaurus,16,Plesiosauria,Elasmosauridae,1.0,1371.6,19.474841669993218,363.6363636363636,0,0,0,0,0,1,0,0,0,0,0
Elasmotherium,13,Perissodactyla,Rhinocerotidae,1.0,457.2,40.0,0.004,4,1,1,0,0,0,0,0,0,0,1
Electric Catfish,0,Siluriformes,Malapteruridae,0.0,260.0,10.0,3.2,0,0,0,1,0,0,0,0,0,0,0
Electric Eel,0,Gymnotiformes,Gymnotidae,0.0,243.84,16.0,20.454545454545453,0,0,0,0,1,0,0,0,0,0,0
Elegant Tern,4,Charadriiformes,Laridae,0.0,40.64,21.0,0.3350970017636684,0,0,0,0,1,1,1,0,0,0,0
Elephant,13,Proboscidea,Elephantidae,0.0,1114.242495994122,62.5,1.5,2,1,0,1,0,0,0,0,0,0,0
Elephant Beetle,11,Coleoptera,Scarabaeidae,0.0,24.13,3.0,100000.0,2,0,0,0,1,1,1,0,0,0,0
Elephant Fish,8,Holocephali,Chimaeriformes,0.0,1114.242495994122,19.474841669993218,1601.274827419837,0,0,0,0,0,0,0,0,1,1,0
Elephant Seal,13,Carnivora,Phocidae,0.0,400.0,20.0,451.5,0,0,0,0,0,0,0,0,0,1,0
Elephant Shrew,13,Macroscelidea,Macroscelididae,0.0,2000.0,3.5,9.700176366843031,4,0,0,1,0,0,0,0,0,0,0
Elf Owl,4,Strigiformes,Strigidae,0.0,13.462000000000002,10.0,0.0396892895617168,0,0,0,0,0,1,0,0,0,0,0
Elk,13,Artiodactyla,Cervidae,0.0,215.00000000000003,12.5,385.5,4,1,0,0,0,1,0,0,0,0,1
Embolotherium,13,Perissodactyla,Brontoteriidae,1.0,487.68,19.474841669993218,1995.8088015168148,2,1,0,0,0,0,0,0,0,0,0
Emerald Toucanet,4,Piciformes,Ramphastidae,0.0,33.02,13.0,0.1743493791461133,4,0,0,0,0,1,1,0,0,0,0
Emerald Tree Monitor,16,Squamata,Varanidae,0.0,1114.242495994122,12.5,0.3118444179849181,0,1,0,0,0,0,0,0,1,1,0
Emperor Angelfish,0,Perciformes,Pomacanthidae,0.0,1114.242495994122,19.474841669993218,1601.274827419837,4,0,0,0,0,0,0,0,0,1,0
Emperor Goose,4,Anseriformes,Anatidae,0.0,67.31,9.0,2.4947610018960185,4,1,0,0,0,1,0,0,0,0,1
Emperor Penguin,4,Sphenisciformes,Spheniscidae,0.0,1114.242495994122,32.5,33.5,0,0,0,0,0,0,0,1,0,1,0
Emperor Tamarin,13,Primates,Callitrichidae,0.0,2400.0,11.5,19.753086419753085,4,0,0,0,1,0,0,0,0,0,0
Emu,4,Casuariiformes,Casuariidae,0.0,1114.242495994122,16.0,39.0,4,0,0,0,0,0,0,0,1,1,0
Enchi Ball Python,16,Squamata,Pythonidae,0.0,167.64,25.0,1601.274827419837,0,0,0,1,0,0,0,0,0,0,0
English Crested Guinea Pig,13,Rodentia,Caviidae,0.0,1114.242495994122,6.0,1601.274827419837,2,0,1,0,0,1,0,0,0,0,0
English Longhorn Cattle,13,Artiodactyla,Bovidae,0.0,1114.242495994122,20.0,704.5454545454545,2,0,1,0,0,1,0,0,1,1,0
Epicyon haydeni,13,Carnivora,Canidae,1.0,243.84,19.474841669993218,118.18181818181816,4,0,0,0,0,1,0,0,0,0,0
Equatorial Spitting Cobra,16,Squamata,Elapidae,0.0,1114.242495994122,19.474841669993218,1601.274827419837,0,1,0,0,0,0,0,0,0,0,0
Equus giganteus,13, Perissodactyla,Equidae,1.0,1114.242495994122,19.474841669993218,1340.9090909090908,2,0,0,0,0,1,0,0,0,0,0
Ermine,13,Carnivora,Mustelidae,0.0,2700.0,10.0,2.998236331569665,0,1,1,0,0,1,0,0,1,1,1
Eryops,2,Temnospondyli,Eryopidae,1.0,224.028,19.474841669993218,199.5808801516815,0,0,0,0,0,1,0,0,0,0,0
Escolar,0,Scombriformes,Gempylidae,0.0,213.36,11.0,1601.274827419837,0,0,0,0,0,0,0,0,0,1,0
Eurasian Beaver,13,Rodentia,Castoridae,0.0,106.68,19.474841669993218,22.226052562346347,2,1,1,0,0,0,0,0,0,0,0
Eurasian Bullfinch,4,Passeriformes,Fringillidae,0.0,16.51,3.5,0.0239553211997505,2,1,1,1,0,1,0,0,0,0,1
Eurasian Collared Dove,4,Columbiformes,Columbidae,0.0,33.02,17.8,0.1791691992270777,2,1,1,0,0,1,1,0,0,0,1
Eurasian Jay,4,Passeriformes,Corvidae,0.0,1114.242495994122,19.474841669993218,3.1040564373897706,4,1,1,1,0,0,0,0,0,0,1
Eurasian Lynx,13,Carnivora,Felidae,0.0,99.06,19.474841669993218,27.27272727272727,0,1,1,0,0,0,0,0,0,0,1
Eurasian Nuthatch,4,Passeriformes,Sittidae,0.0,14.732,7.0,0.0226795940352667,4,1,1,0,0,0,0,0,0,0,1
Eurasian Sparrowhawk,4,Accipitriformes,Accipitridae,0.0,34.29,5.0,0.2253784657254635,0,1,1,1,0,0,0,0,0,0,0
European Bee-Eater,4,Coraciiformes,Meropidae,0.0,27.94,19.474841669993218,0.0637863582241877,4,1,1,1,0,0,0,0,0,0,1
European Goldfinch,4,Passeriformes,Fringillidae ,0.0,12.446000000000002,2.4,0.0155922208992459,2,1,1,1,0,0,0,0,0,0,1
European Polecat,13,Carnivora,Mustelidae,0.0,30.48,14.0,1601.274827419837,0,0,1,1,0,0,0,0,0,0,1
European Robin,4,Passeriformes,Muscicapidae,0.0,13.208,1.0833333333333333,0.0189941600045359,4,1,1,1,0,0,0,0,0,0,1
European Starling,4,Passeriformes,Tyrannidae,0.0,21.59,2.5,0.0779611044962295,4,0,0,1,0,1,1,0,1,1,0
European Wildcat,13,Carnivora,Felidae,0.0,1114.242495994122,14.0,8.164672369841515,4,0,1,0,0,0,0,0,0,0,0
Evening Bat,13,Chiroptera,Vespertilionidae,0.0,376.0,19.474841669993218,0.0099223223904292,0,0,0,0,0,1,0,0,0,0,0
Evening Grosbeak,4,Passeriformes,Fringillidae,1.0,17.017999999999997,16.0,0.0637863582241877,4,0,0,0,0,1,0,0,0,0,0
Executioner Wasp ,11,Hymenoptera,Vespidae,0.0,300.0,1.0,1601.274827419837,4,0,0,0,1,1,0,0,0,0,0
Eyelash Viper,16,Squamata,Viperidae,0.0,68.58,10.0,1601.274827419837,0,0,0,0,1,1,1,0,0,0,0
Fairy-Wren,4,Passeriformes,Maluridae,0.0,13.97,12.5,0.008504847763225,3,0,0,0,0,0,0,0,1,1,0
Falcon,4,Falconiformes,Falconidae,0.0,1114.242495994122,15.0,0.95,0,1,1,1,1,1,1,0,1,1,1
Fallow deer,13,Artiodactyla,Cervidae,0.0,152.5524,22.5,54.88474204171241,2,1,1,1,1,1,0,0,1,1,0
False Cobra,16,Squamata,Lamprophiidae,0.0,1114.242495994122,19.474841669993218,1601.274827419837,0,1,0,1,0,0,0,0,0,0,0
False coral snake,16,Squamata,Aniliidae,0.0,71.12,8.5,1601.274827419837,0,0,0,0,1,0,0,0,0,0,0
False Killer Whale,13,Artiodactyla,Delphinidae,0.0,609.6,60.0,0.9071858188712796,0,0,0,0,0,0,0,0,0,1,0
False Water Cobra,16,Squamata,Colubridae,0.0,213.36,16.0,1601.274827419837,4,0,0,0,1,0,0,0,0,0,0
False Widow Spider,3, Araneae,Theridiidae,0.0,21.500000000000004,1.0,0.0850484776322503,0,1,1,1,1,1,1,0,1,1,1
Fangtooth,0,Beryciformes,Anoplogastridae,0.0,162.5,19.474841669993218,34.090909090909086,0,0,0,0,0,0,0,0,0,1,0
Fennec Fox,13,Carnivora,Canidae,0.0,3250.0,12.0,1.25,4,1,0,1,0,0,0,0,0,0,0
Ferret,13,Carnivora,Mustelidae,0.0,4500.0,8.5,1.35,0,0,1,0,0,0,0,0,0,0,0
Ferruginous Hawk,4,Accipitriformes,Accipitridae,0.0,62.23,19.474841669993218,1.477272727272727,0,0,0,0,0,1,1,0,0,0,0
Fiddler Crab,12,Decapoda,Ocypodidae,0.0,2.0,1.0,1800.0,4,1,1,1,1,1,1,0,1,1,0
Fierce Snake,16,Squamata,Elapidae,0.0,152.4,12.5,1601.274827419837,0,0,0,0,0,0,0,0,1,1,0
Fin Whale,13,Cetacea,Balaenopteridae,1.0,1525.0,55.0,400.5,0,0,0,0,0,0,0,0,0,1,0
Fire Ball Python,16,Squamata,Pythonidae,0.0,121.92,25.0,1601.274827419837,0,0,0,1,0,0,0,0,0,0,0
Fire Eel,0,Synbranchiformes,Mastacembelidae,0.0,76.2,15.0,1601.274827419837,4,1,0,0,0,0,0,0,0,0,0
Fire salamander,2,Urodela,Salamandridae,0.0,2250.0,19.474841669993218,9.111363636363636,0,0,1,0,0,0,0,0,0,0,0
Fire-Bellied Toad,2,Anura,Bombinatoridae,0.0,550.0,12.5,1.763668430335097,0,1,1,0,0,0,0,0,0,0,0
Firefly,11,Coleoptera,Lampyridae,0.0,1114.242495994122,1.5,2e-05,4,1,1,1,1,1,1,0,1,1,1
Fisher Cat,13,Carnivora,Mustelidae,0.0,62.23,10.0,3.855539730202938,4,0,0,0,0,1,0,0,0,0,0
Fishing Cat,13,Carnivora,Felidae,1.0,7100.0,11.0,6.75,0,1,0,0,0,0,0,0,0,0,0
Flamingo,4,Phoenicopteriformes,Phoenicopteridae,0.0,1114.242495994122,22.5,3.0,4,1,1,1,1,1,1,0,0,0,1
Flathead Catfish,0,Siluriformes,Ictaluridae,0.0,1114.242495994122,19.474841669993218,1601.274827419837,4,0,0,0,0,1,1,0,0,0,0
Flea Beetle,11,Coleoptera,Chrysomelidae,0.0,21.59,0.125,1601.274827419837,2,1,1,1,1,1,1,0,1,1,1
Florida Gar,0,Lepisosteiformes,Lepisosteidae,0.0,2665.0,19.474841669993218,4.545454545454545,0,0,0,0,0,1,0,0,0,0,0
Florida Panther,13,Carnivora,Felidae,1.0,205.0,19.474841669993218,59.0,0,0,0,0,0,1,0,0,0,0,0
Flounder,0,Pleuronectiformes,Paralichthyidae,0.0,41.021,10.0,9.979044007584074,0,0,0,0,0,0,0,0,0,1,0
Fluke Fish (summer flounder),0,Pleuronectiformes,Paralichthyidae,0.0,300.0,14.0,9.071858188712795,4,0,0,0,0,0,0,0,0,1,0
Flying Fish,0,Beloniformes,Exocoetidae,0.0,3300.0,5.0,0.9090909090909092,4,0,0,0,0,0,0,0,0,1,0
Flying Lemur,13,Dermoptera,Cynocephalidae,0.0,59.7535,16.25,1.474176955665829,2,1,0,0,0,0,0,0,0,0,0
Flying Snake,16,Squamata,Colubridae,0.0,91.44,10.0,0.7257486550970236,4,1,0,0,0,0,0,0,0,0,0
Flying Squirrel,13,Rodentia,Sciuridae,0.0,1114.242495994122,6.5,4.0740740740740735,4,1,1,0,1,1,1,0,0,0,1
Football Fish,0,Lophiiformes,Himantolophidae,0.0,3175.0,30.0,17.5,0,0,0,0,0,0,0,0,0,1,0
Fossa,13,Carnivora,Eupleridae,1.0,7050.0,17.5,9.5,0,0,0,1,0,0,0,0,0,0,0
Fox,13,Carnivora,Canidae,0.0,6150.0,7.0,41.0305,4,1,1,1,0,1,0,0,0,0,1
Fox Snakes,16,Squamata,Colubridae,0.0,1114.242495994122,20.0,1601.274827419837,0,0,0,0,0,1,0,0,0,0,0
Fox Squirrel,13,Rodentia,Sciuridae,0.0,53.34,9.3,1601.274827419837,4,0,0,0,0,1,1,0,0,0,0
Freeway Ball Python,16,Squamata,Pythonidae,0.0,152.4,19.474841669993218,2.948353911331658,4,0,0,1,0,0,0,0,0,0,0
Freshwater Crocodile,16,Crocodilia,Crocodylidae,0.0,862.5,50.0,56.01872431530151,0,0,0,0,0,0,0,0,1,1,0
Freshwater Eel,0,Anguilliformes,Anguillidae,1.0,62.23,37.5,1.1363636363636362,0,1,0,1,1,1,0,0,0,1,0
Freshwater Sunfish,0,Perciformes,Percoidea,0.0,1114.242495994122,19.474841669993218,1601.274827419837,0,0,0,0,0,1,0,0,0,0,0
Frigatebird,4,Pelecaniformes,Fregatidae,0.0,1114.242495994122,20.0,1.4,0,0,0,0,0,0,0,0,0,1,0
Frilled Lizard,16,Squamata,Agamidae,0.0,8000.0,15.0,0.75,4,0,0,0,0,0,0,0,1,1,0
Frilled Shark,8,Hexanchiformes,Chlamydoselachidae,0.0,340.00000000000006,25.0,1601.274827419837,4,0,0,0,0,0,0,0,0,1,0
Frogfish,0,Lophiformes,Antennariidae,0.0,22.86,20.0,0.0317514316493734,0,0,0,0,0,0,0,0,0,1,0
Fruit Bat,13,Chiroptera,Pteropodidae,0.0,2250.0,30.0,2.25,2,1,0,1,1,0,0,0,1,1,0
Fruit Fly,11,Diptera,Drosophilidae,0.0,0.381,0.125,3e-06,4,1,1,1,1,1,1,0,1,1,1
Fulvous Whistling Duck,4,Anseriformes,Anatidae ,0.0,49.53,5.0,0.8788342688665872,4,1,0,1,1,1,1,0,0,0,0
Fur Seal,13,Carnivora,Otariidae,0.0,175.0,15.0,202.5,0,0,0,0,0,0,0,0,0,1,0
Gaboon Viper,16,Squamata,Viperidae,1.0,167.64,20.0,14.741769556658292,0,0,0,1,0,0,0,0,0,0,0
Galapagos Penguin,4,Sphenisciformes,Spheniscidae,1.0,1114.242495994122,17.5,3.0,0,0,0,0,0,0,0,0,0,1,0
Galapagos Shark,8,Carcharhiniformes,Carcharhinidae,0.0,219.456,22.5,195.04495105732508,0,0,1,1,1,1,1,0,1,1,0
Galapagos Tortoise,16,Testudines,Testudinidae,1.0,1114.242495994122,125.0,250.0,2,0,0,0,0,0,0,0,0,1,0
Gar,0,Lepisosteiformes,Lepisosteidae,0.0,304.8,15.0,158.7575183024739,0,0,0,0,0,1,1,0,0,0,0
Garden Eel,0,Anguilliformes,Congridae,0.0,7700.0,37.5,1601.274827419837,0,0,0,0,0,0,0,0,0,1,0
Gargoyle Gecko,16,Squamata,Diplodactylidae,0.0,20.32,15.0,1.1339822735890994,4,0,0,0,0,0,0,0,1,1,0
Garter Snake,16,Squamata,Colubridae,1.0,76.2,4.5,1601.274827419837,4,0,0,0,0,1,1,0,0,0,0
Gastornis,4,Gastornithiformes,Gastornithidae,1.0,1114.242495994122,19.474841669993218,145.14973101940473,2,1,1,0,0,1,0,0,0,0,0
Gazelle,13,Artiodactyla,Bovidae,1.0,1386.84,11.0,43.40909090909091,2,1,0,1,0,0,0,0,0,0,0
Genet,13,Carnivora,Viverridae,0.0,1114.242495994122,17.5,1601.274827419837,4,0,1,1,0,0,0,0,0,0,0
Gentoo Penguin,4,Sphenisciformes,Spheniscidae,0.0,1114.242495994122,17.5,6.0,0,0,0,0,0,0,0,1,0,1,0
Geoffroys Tamarin,13,Primates,Callitrichidae,0.0,2400.0,11.5,19.753086419753085,4,0,0,0,1,0,1,0,0,0,0
Gerbil,13,Rodentia,Muridae,0.0,27.94,19.474841669993218,0.1183591313715484,4,1,0,1,0,0,0,0,0,0,1
Gharial,16,Crocodilia,Gavialidae,1.0,505.0,40.0,200.0,0,1,0,0,0,0,0,0,0,0,0
Ghost Catfish,0,Silurormes,Siluridae,0.0,1114.242495994122,19.474841669993218,1601.274827419837,0,1,0,0,0,0,0,0,0,0,0
Ghost Crab,12,Decapoda,Ocypodidae,0.0,250.0,19.474841669993218,0.0429494812042864,4,0,0,0,0,0,0,0,0,1,0
Giant African Land Snail,10,Achatinoidea,Achatinidae,0.0,1114.242495994122,6.5,12.34567901234568,2,0,0,1,0,0,0,0,0,0,0
Giant Armadillo,13,Cingulata,Chlamyphoridae,1.0,89.61120000000001,13.5,25.47831372299989,0,0,0,0,1,0,0,0,0,0,0
Giant Clam,5,Cardiida,Cardiidae,1.0,1114.242495994122,19.474841669993218,150.0,4,0,0,0,0,0,0,0,0,1,0
Giant Panda Bear,13,Carnivora,Ursidae,1.0,1114.242495994122,27.5,180.0,4,1,0,0,0,0,0,0,0,0,0
Giant Salamander,2,Urodela,Cryptobranchidae,0.0,198.12,61.0,29.68538795801544,4,1,0,0,0,1,0,0,0,0,0
Gibbon,13,Primates,Hylobatidae,0.0,1114.242495994122,32.5,7.5,4,1,0,0,0,0,0,0,0,0,0
Gigantopithecus,13,Primates,Hominidae,1.0,1114.242495994122,19.474841669993218,300.0,2,1,0,0,0,0,0,0,0,0,1
Gila Monster,16,Squamata,Helodermatidae,0.0,1114.242495994122,25.0,1.75,0,0,0,0,0,1,0,0,0,0,0
Giraffe,13,Artiodactyla,Giraffidae,1.0,1114.242495994122,22.5,275.5,2,0,0,1,0,0,0,0,0,0,0
Glass Frog,2,Anura,Centrolenidae,0.0,525.0,12.0,9500.0,0,0,0,0,0,0,1,0,0,0,0
Glass Lizard,16,Squamata,Anguidae,0.0,9050.0,20.0,15.873015873015872,0,1,1,1,0,1,0,0,0,0,1
Glow Worm,11,Coleoptera,Lampyridae,0.0,1114.242495994122,19.474841669993218,1601.274827419837,4,1,1,1,1,1,1,0,1,1,1
Goat,13,Artiodactyla,Bovidae,0.0,1114.242495994122,11.0,65.5,2,1,1,1,0,0,0,0,0,0,1
Goblin Shark,8,Lamniformes,Mitsukurinidae,0.0,348.996,60.0,179.1691992270777,0,1,1,1,1,1,1,1,1,1,1
Goby Fish,0,Gobiiformes,Gobiidae,1.0,27.94,10.0,1601.274827419837,4,0,0,0,0,0,0,0,0,1,0
Goldcrest,4,Passeriformes,Regulidae,0.0,8.89,4.5,0.0072310405643738,3,1,1,1,0,1,0,0,0,0,1
Golden Eagle,4,Accipitriformes,Accipitridae,0.0,74.93,25.0,4.550093553325396,0,1,1,1,0,1,0,0,0,0,1
Golden Lancehead,16,Squamata,Viperidae,1.0,91.44,19.474841669993218,1601.274827419837,0,0,0,0,1,0,0,0,0,0,0
Golden Lion Tamarin,13,Primates,Callitrichidae,1.0,1114.242495994122,11.5,22.045855379188712,4,0,0,0,1,0,0,0,0,0,0
Golden Masked Owl,4,Strigiformes,Tytonidae,1.0,1114.242495994122,4.0,0.5909090909090908,0,0,0,0,0,0,0,0,1,1,0
Golden Oriole,4,Passeriformes,Oriolidae,0.0,1114.242495994122,10.0,0.6172839506172839,4,1,1,1,0,0,0,0,0,0,1
Golden-Crowned Flying Fox,13,Chiroptera,Pteropodidae,1.0,1114.242495994122,19.474841669993218,1.406138019250483,2,1,0,0,0,0,0,0,0,0,0
Golden-Crowned Kinglet,4,Passeriformes,Regulidae,0.0,9.398,6.0,0.0056698985088166,3,0,0,0,0,1,1,0,0,0,0
Goldfish,0,Cypriniformes,Cyprinidae,0.0,3.81,41.0,2.267964547178199,4,1,0,0,0,0,0,0,0,0,0
Goliath Frog,2,Anura,Conrauidae,1.0,2350.0,15.0,1.9318181818181817,0,0,0,1,0,0,0,0,0,0,0
Goliath Tigerfish,0,Characiformes,Alestidae,0.0,137.16,19.474841669993218,43.091326396385774,0,0,0,1,0,0,0,0,0,0,0
Gomphotherium,13,Proboscidea,Gomphotheriidae,1.0,499.872,19.474841669993218,1601.274827419837,4,1,1,1,1,1,0,0,0,0,1
Goonch Catfish,0,Siluriformes,Sisoridae,1.0,106.68,19.474841669993218,90.9090909090909,0,1,0,0,0,0,0,0,0,0,0
Goose,4,Anseriformes,Anatidae,0.0,9000.0,19.0,4.75,4,1,1,0,0,1,0,0,0,1,1
Gooty Sapphire Tarantula,3,Araneae,Theraphosidae,1.0,6.985,8.0,0.0425242388161251,0,1,0,0,0,0,0,0,0,0,0
Gopher,13,Rodentia,Geomyidae,0.0,1114.242495994122,4.0,3.897707231040564,4,0,0,0,0,1,1,0,0,0,0
Gopher Tortoise,16,Testudines,Testudinidae,1.0,25.4,50.0,5.227272727272727,2,0,0,0,0,1,0,0,0,0,0
Gorgosaurus,16,Saurischia,Tyrannosauridae,1.0,853.44,19.474841669993218,0.0025,0,0,0,0,0,1,0,0,0,0,0
Gorilla,13,Primates,Hominidae,0.0,1114.242495994122,42.5,150.0,4,0,0,1,0,0,0,0,0,0,0
Goshawk,4,Accipitriformes,Accipitridae,0.0,1114.242495994122,30.0,1.15,0,0,0,1,1,1,1,0,0,1,1
Gouldian Finch,4,Passeriformes,Estrildidae,0.0,14.605,8.0,14.0,2,0,0,0,0,0,0,0,1,1,0
Grass Carp,0,Cypriniformes,Cyprinidae,0.0,200.66,20.0,44.905698034128335,4,1,0,0,0,0,0,0,0,0,1
Grasshopper,11,Orthoptera,Caelifera,0.0,1114.242495994122,19.474841669993218,1601.274827419837,2,1,1,1,1,1,1,0,1,1,1
Grasshopper Mouse,13,Rodentia,Cricetidae,0.0,10.795,19.474841669993218,35000.0,0,0,0,0,0,1,1,0,0,0,0
Gray Catbird,4,Passeriformes,Mimidae,0.0,22.225,6.3,0.0396892895617168,4,0,1,0,1,1,1,0,0,0,0
Gray Fox,13,Carnivora,Canidae,0.0,9700.0,9.0,4.800000000000001,4,0,0,0,1,1,1,0,0,0,0
Gray Tree Frog,2,Anura,Hylidae,0.0,162.5,8.0,1601.274827419837,0,0,0,0,0,1,0,0,0,0,0
Great Blue Heron,4,Pelecaniformes,Ardeidae,0.0,96.52,19.474841669993218,2.4947610018960185,0,0,0,0,1,1,1,0,0,0,0
Great Crested Flycatcher,4,Passeriformes,Tyrannidae,0.0,1114.242495994122,14.0,1.181657848324515,4,0,0,0,1,1,1,0,0,0,0
Great Hammerhead Shark,8,Carcharhiniformes,Sphyrnidae,1.0,365.76,25.0,494.4162712848473,0,0,0,0,0,0,0,0,0,1,0
Great Plains Rat Snake,16,Squamata,Colubridae,0.0,106.68,19.474841669993218,1601.274827419837,0,0,0,0,0,1,1,0,0,0,0
Great Potoo Bird,4,Nyctibiiformes,Nyctibiidae,0.0,54.61,19.474841669993218,0.5102908657935022,4,0,0,0,1,0,1,0,0,0,0
Great White Shark,8,Lamniformes,Lamnidae,1.0,675.0,35.0,55.5,0,0,0,0,0,0,0,0,0,1,0
Grebe,4,Podicipediformes,Podicipedidae,0.0,46.99,9.0,0.7937875915123696,0,1,1,1,1,1,1,0,0,0,0
Green Anole,16,Squamata,Dactyloidae,0.0,600.0,2.5,4.0,0,0,0,0,0,1,0,0,0,0,0
Green Bee-Eater,4,Coraciiformes,Meropidae,0.0,1114.242495994122,15.0,0.6172839506172839,4,1,0,1,0,0,0,0,0,0,1
Green Frog,2,Anura,Ranidae,0.0,750.0,6.0,1.99294532627866,0,0,0,0,0,1,0,0,0,0,0
Green Mamba,16,Squamata,Elapidae,0.0,5.5,13.0,1601.274827419837,0,0,0,1,0,0,0,0,0,0,0
Green Rat Snake,16,Squamata,Colubridae,0.0,177.8,15.0,1601.274827419837,0,1,0,0,0,0,0,0,0,0,0
Green Snake,16,Squamata,Colubridae,0.0,1114.242495994122,6.5,1601.274827419837,3,0,0,0,0,1,1,0,0,0,0
Green Tree Python,16,Squamata,Pythonidae,0.0,610.0,17.0,1601.274827419837,0,1,0,0,0,0,0,0,1,1,0
Greenland Shark,8,Squaliformes,Somniosidae,1.0,640.08,375.0,997.9044007584074,0,0,0,0,0,0,0,0,0,1,0
Grey Heron,4,Ciconiiformes,Ardeidae,0.0,92.71,14.0,12.247008554762273,4,1,1,1,0,1,0,0,0,0,1
Grey Mouse Lemur,13,Primates,Cheirogaleidae,0.0,2650.0,5.5,2.204585537918871,4,0,0,1,0,0,0,0,0,0,0
Grey Reef Shark,8,Carcharhiniformes,Carcharhinidae,0.0,1114.242495994122,25.0,25.0,0,0,0,0,0,0,0,0,0,1,0
Grey Seal,13,Carnivora,Phocidae,0.0,1114.242495994122,21.5,225.0,0,0,0,0,0,0,0,0,0,1,0
Griffon Vulture,4,Accipitriformes,Accipitridae,0.0,107.95,37.0,8.409090909090908,0,1,1,1,0,0,0,0,0,0,1
Grizzly Bear,13,Carnivora,Ursidae,1.0,1114.242495994122,20.0,249.5,4,0,0,0,0,1,0,0,0,0,0
Ground Snake,16,Squamat,Colubridae,0.0,35.56,17.5,1601.274827419837,4,0,0,0,0,1,1,0,0,0,0
Groundhog (Woodchuck),13,Rodentia,Sciuridae,0.0,60.96,10.0,5.216318458509857,4,0,0,0,0,1,0,0,0,0,0
Grouse,4,Galliformes,Phasianidae,0.0,6300.0,5.5,3.4,4,0,1,0,0,0,0,0,0,0,0
Guinea Fowl,4,Galliformes,Numididae,0.0,5550.0,15.0,1.15,4,0,0,1,0,0,0,0,0,0,0
Guinea Pig,13,Rodentia,Caviidae,0.0,3000.0,5.5,1.0,2,0,0,0,1,0,0,0,0,0,0
Gulper Eel ,0,Anguilliformes,Eurypharyngidae,0.0,1114.242495994122,19.474841669993218,1601.274827419837,0,0,0,0,0,0,0,0,0,1,0
Guppy,0,Cyprinodontiformes,Poeciliidae,0.0,3.81,2.0,1000.0,4,0,0,0,1,1,1,0,0,0,0
Gypsy Moth,11,Lepidoptera,Erebidae,0.0,3.4925,1.0,1601.274827419837,2,1,1,1,1,1,1,0,1,1,1
Haast’s Eagle,4,Accipitriformes,Accipitridae,1.0,1114.242495994122,19.474841669993218,4.535929094356398,0,0,0,0,0,0,0,0,1,1,0
Habu Snake,16,Squamata,Viperidae,0.0,182.88,8.5,1601.274827419837,0,1,0,0,0,0,0,0,0,0,0
Haddock,0,Gadiformes,Gadidae,1.0,6050.0,10.0,9.525451098148434,0,0,0,0,0,0,0,0,0,1,0
Hainosaurus,16,Squamata,Mosasauroidea,1.0,1114.242495994122,19.474841669993218,1601.274827419837,4,1,1,0,0,0,0,0,0,0,0
Hairy Frogfish,0,Lophiiformes,Antennariidae,0.0,20.32,20.0,0.0283494925440834,0,0,0,0,0,0,0,0,0,1,0
Hairy Woodpecker,4,Piciformes,Picidae,0.0,21.59,15.0,0.0680387821058003,3,0,0,0,0,1,1,0,0,0,0
Halibut,1,Pleuronectiformes,Pleuronectidae,1.0,1114.242495994122,19.474841669993218,1601.274827419837,0,0,0,0,0,0,0,0,0,1,0
Hallucigenia,19,Hallucishaniids,Hallucigeniidae,1.0,3.0480000000000005,19.474841669993218,1601.274827419837,0,1,0,0,0,1,0,0,0,0,0
Hammerhead Shark,8,Carcharhiniformes,Sphyrnidae,0.0,350.0,25.0,295.45454545454544,0,0,0,0,0,0,0,0,0,1,0
Hamster,13,Rodentia,Cricetidae,0.0,1114.242495994122,2.5,17.636684303350968,4,1,1,1,1,1,1,0,1,1,1
Harbor Seal,13,Carnivora,Phocidae,0.0,185.928,32.5,167.8293764911867,0,0,0,0,0,0,0,0,0,1,0
Hardhead Catfish,0,Siluriformes,Ariidae,0.0,49.53,6.5,2.948353911331658,4,0,0,0,0,0,0,0,0,1,0
Hare,13,Lagomorpha,Leporidae,0.0,1114.242495994122,5.0,3.25,2,1,1,1,1,1,1,0,1,1,1
Harlequin Snake,16,Squamata,Elapidae,0.0,63.5,12.0,1601.274827419837,0,0,0,0,0,1,1,0,0,0,0
Harp Seal,13,Carnivora,Phocidae,0.0,175.0,19.474841669993218,127.5,0,0,0,0,0,0,0,0,0,1,0
