Animal Name,Class,Order,Family,Is_Endangered,Length(cm),Lifespan(years),Weight(kg),Diet,Asia,Europe,Africa,South-America,North-America,Central-America,Antarctica,Oceania,Ocean,Eurasia
Ibex,Mammalia,Artiodactyla,Bovidae,1.0,118.872,20.0,105.5,Herbivore,1,1,1,1,1,0,0,0,0,0
Ibis,Aves,Ciconiiformes,Threskiornithidae,0.0,,11.5,1.15,Omnivore,1,0,1,1,0,1,0,1,1,1
Ibizan Hound,Mammalia,Carnivora,Canidae,,,14.0,22.67964547178199,Omnivore,0,1,0,0,0,0,0,0,0,0
Icadyptes,Aves,Sphenisciformes,Spheniscidae,1.0,,,64.86378604929648,Carnivore,0,0,0,1,0,0,0,0,0,0
Icelandic Sheepdog,Mammalia,Carnivora,Canidae,,,13.0,,Omnivore,0,1,0,0,0,0,0,0,0,0
Ichthyosaurus,Reptilia,Ichthyosauria,Ichthyosauridae,1.0,335.28000000000003,,,Carnivore,0,1,0,0,0,0,0,0,1,0
Ichthyostega,,Ichthyostegalia,Ichthyostegidae,1.0,149.352,,22.727272727272727,Carnivore,0,0,0,0,1,0,0,0,0,0
Iguana,Reptilia,Squamata,Iguanidae,0.0,,17.5,6.0,Omnivore,0,0,0,1,1,1,0,0,0,0
Iguanodon,,,,1.0,1000.0,,2.0,Herbivore,0,1,0,0,0,0,0,0,0,0
IMG Boa Constrictor,Reptilia,Squamata,Boidae,0.0,396.24,20.0,,Omnivore,0,0,0,1,0,0,0,0,0,0
Immortal Jellyfish,Hydrozoa,Anthoathecata,Oceaniidae,,0.4572,,,Omnivore,0,0,0,0,0,0,0,0,1,0
Impala,Mammalia,Artiodactyla,Bovidae,0.0,,13.5,56.0,Herbivore,0,0,1,0,0,0,0,0,0,0
Imperial Moth,Insecta,Lepidoptera,Saturniidae,0.0,12.7254,,,Herbivore,0,0,0,1,1,1,0,0,0,0
Indian Cobra,Reptilia,Squamata,Elapidae,0.0,,32.0,,Carnivore,1,0,0,0,0,0,0,0,0,0
Indian Elephant,Mammalia,Proboscidea,Elephantidae,1.0,,62.5,1.5,Herbivore,1,0,0,0,0,0,0,0,0,0
Indian Giant Squirrel,Mammalia,Rodentia,Sciuridae,0.0,3554.9999999999995,20.0,1.75,Omnivore,1,0,0,0,0,0,0,0,0,0
Indian Palm Squirrel,Mammalia,Rodentia,Sciuridae,0.0,,3.0,3.880070546737213,Omnivore,1,0,0,0,0,0,0,0,1,0
Indian python,Reptilia,Squamata,Pythonidae,0.0,950.0,25.0,,Omnivore,1,0,0,0,0,0,0,0,0,0
Indian Rhinoceros,Mammalia,Perissodactyla,Rhinocerotidae,1.0,185.0,47.5,101.0,Herbivore,1,0,0,0,0,0,0,0,0,0
Indian Star Tortoise,Reptilia,Testudines,Testudinidae,1.0,2500.0,55.0,1.75,Herbivore,1,0,0,0,0,0,0,0,0,0
Indianmeal Moth,Insecta,Lepidoptera,Pyralidae,0.0,900.0,0.136986301369863,,Omnivore,1,1,1,1,1,1,1,1,1,1
Indigo Snake,Reptilia,Squamata,Colubridae,,243.84,,,Omnivore,0,0,0,0,1,0,0,0,0,0
Indochinese Tiger,Mammalia,Carnivora,Felidae,1.0,,21.5,147.5,Carnivore,1,0,0,0,0,0,0,0,0,0
Indri,Mammalia,Primates,Indriidae,1.0,,18.5,7.75,Herbivore,0,0,1,0,0,0,0,0,0,0
Inland Taipan,Reptilia,Squamata,Elapidae,0.0,,,,Omnivore,0,0,0,0,0,0,0,1,1,0
Insect,Insecta,,,,,,,Omnivore,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,1,1,1,1,1,1,1,1,1,1
IO Moth,Insecta,Lepidoptera,Saturniidae,,7550.0,0.028767123287671233,,Herbivore,0,0,0,0,1,0,0,0,0,0
Irish Doodle,,,,,,,,Omnivore,1,1,1,1,1,1,1,1,1,1
Irish Elk,Mammalia,Artiodactyla,Cervidae,1.0,309.372,,72.80166196442018,Herbivore,0,0,1,0,1,0,0,0,0,1
Irish Setter,Mammalia,Carnivora,Canidae,,,16.0,51.0,Omnivore,0,1,0,0,0,0,0,0,0,0
Irish Terrier,Mammalia,Carnivora,Canidae,,,12.0,12.272727272727272,Omnivore,0,1,0,0,0,0,0,0,0,0
Irish Water Spaniel,Mammalia,Carnivora,Canidae,,,11.0,,Omnivore,0,1,0,0,0,0,0,0,0,0
Irish WolfHound,Mammalia,Carnivora,Canidae,,,9.0,87.0,Omnivore,0,1,0,0,0,0,0,0,0,0
Italian Greyhound,Mammalia,Carnivora,Canidae,,,15.0,,Omnivore,0,1,0,0,0,0,0,0,0,0
Ivory-billed woodpecker,Aves,Piciformes,Picidae,1.0,50.8,20.0,510.0,Omnivore,0,0,0,0,1,1,0,0,0,0
Jabiru,Aves,Ciconiiformes,Ciconiidae,0.0,129.54,36.0,6.645136123232122,Carnivore,0,0,0,1,1,1,0,0,0,0
Jacana,Aves,Charadriiformes,Jacanidae,0.0,,,,Omnivore,1,0,1,1,0,1,0,1,1,0
Jack Russell,Mammalia,Carnivora,Canidae,,,13.0,6.8038936415345965,Omnivore,0,1,0,0,0,0,0,0,0,0
Jack-Chi,Mammalia,Carnivora,Canidae,,,15.5,5.896707822663316,Omnivore,1,0,0,0,0,0,0,0,0,0
Jackabee,Mammalia,Carnivora,Canidae,,,14.0,13.636363636363635,Omnivore,0,0,0,0,1,0,0,0,0,0
Jackal,Mammalia,Carnivora,Canidae,0.0,,11.5,8.9,Carnivore,1,1,1,0,0,0,0,0,0,0
Jackdaw,Aves,Passeriformes,Corvidae,0.0,,5.0,0.22679594035266767,Omnivore,1,1,0,0,0,0,0,0,0,1
Jackrabbit,Mammalia,Lagomorpha,Leporidae,0.0,,,,Herbivore,0,0,0,0,1,1,0,0,0,0
Jackson’s Chameleon,Reptilia,Squamata,Chamaeleonidae,0.0,27.94,7.5,120000.0,Carnivore,0,0,1,0,1,0,0,0,0,0
Jagdterrier,Mammalia,Carnivora,Canidae,,,11.0,7.727272727272727,Omnivore,0,1,0,0,1,0,0,0,0,0
Jaguar,Mammalia,Carnivora,Felidae,0.0,150.0,13.5,98.0,Carnivore,0,0,0,1,1,1,0,0,0,0
Jaguarundi Cat,Mammalia,Carnivora,Felidae,0.0,106.68,15.0,,Carnivore,0,0,0,1,1,1,0,0,0,0
Jamaican Boa,Reptilia,Squamata,Boidae,1.0,175.26,20.0,,,0,0,0,0,0,1,0,0,0,0
Jamaican Iguana,Reptilia,Squamata,Iguanidae,1.0,40.385999999999996,20.0,1.995808801516815,Herbivore,0,0,0,0,0,1,0,0,0,0
Japanese Bantam Chicken,Aves,Galliformes,Phasianidae,0.0,,13.0,,Omnivore,1,1,1,1,1,1,0,1,1,1
Japanese Beetle,Insecta,Coleoptera,Scarabaeidae,0.0,1500.0,1.0,82.5,Herbivore,1,1,0,0,1,0,0,0,0,0
Japanese Chin,Mammalia,Carnivora,Canidae,,,13.0,9.0,Omnivore,1,0,0,0,0,0,0,0,0,0
Japanese Macaque,Mammalia,Primates,Cercopithecidae,0.0,,28.5,9.5,Omnivore,1,0,0,0,0,0,0,0,0,0
Japanese rat snake,Reptilia,Squamata,Colubridae,0.0,,13.1,,Carnivore,1,0,0,0,0,0,0,0,0,1
Japanese Spitz,Mammalia,Carnivora,Canidae,,,13.0,7.937875915123695,Omnivore,1,0,0,0,0,0,0,0,0,0
Japanese Squirrel,Mammalia,Rodentia,Sciuridae,0.0,1900.0,15.0,9.876543209876543,Omnivore,1,0,0,0,0,0,0,0,0,0
Japanese Terrier,Mammalia,Carnivora,Canidae,,,13.5,4.545454545454545,Omnivore,1,0,0,0,0,0,0,0,0,0
Javan Leopard,Mammalia,Carnivora,Felidae,1.0,130.556,20.0,59.87426404550445,Carnivore,1,0,0,0,0,0,0,0,0,0
Javan Rhinoceros,Mammalia,Perissodactyla,Rhinocerotidae,1.0,315.00000000000006,37.5,451.0,Herbivore,1,0,0,0,0,0,0,0,0,0
Javanese,Mammalia,Carnivora,Felidae,,,10.0,3.175150366049478,Omnivore,0,0,0,0,1,0,0,0,0,0
Jellyfish,Scyphozoa,Semaeostomeae,Cyaneidae,0.0,20.955000000000002,,7.407407407407407,Carnivore,0,0,0,0,0,0,0,0,1,0
Jerboa,Mammalia,Rodentia,Dipodidae,0.0,,,0.029766967171287635,Omnivore,1,0,1,0,0,0,0,0,0,0
Jewel Beetle ,Insecta,Coleoptera,Buprestoidea,,300.0,0.08333333333333333,,Herbivore,1,1,1,1,1,1,1,1,1,1
John Dory,Actinopterygii,Zeiformes,Zeidae,,60.96,12.0,5.443114913227677,Omnivore,0,1,0,0,0,0,0,1,1,0
Jonah Crab,Malacostraca,Decapoda,Cancridae,,,3.0,0.54673721340388,Carnivore,0,0,0,0,1,0,0,0,0,0
Joro Spider,Arachnida,Araneae,Araneidae,0.0,160.0,,,Carnivore,1,0,0,0,0,0,0,0,0,0
Josephoartigasia monesi,Mammalia,Rodentia,Dinomyidae,1.0,580.0,,250.5,Herbivore,0,0,0,1,0,0,0,0,0,0
Jumping Spider,Arachnida,Araneae,Salticidae,1.0,1.4986,,,Carnivore,1,1,1,1,1,1,0,0,0,0
Jungle Carpet Python,Reptilia,Squamata,Pythonidae,0.0,213.36,20.0,13.607787283069193,Omnivore,0,0,0,0,0,0,0,1,1,0
Junglefowl,Aves,Galliformes,Phasianidae,0.0,2800.0,8.5,1.3227513227513228,Omnivore,1,0,0,0,0,0,0,0,0,0
Kagu,Aves,Eurypygiformes,Rhynochetidae,1.0,54.61,25.0,0.9071837614106707,Carnivore,0,0,0,0,0,0,0,1,1,0
Kai Ken,Mammalia,Carnivora,Canidae,,,15.0,15.87575183024739,Omnivore,1,0,0,0,0,0,0,0,0,0
Kakapo,Aves,Psittaciformes,Nestoridae,1.0,,57.5,3.0,Herbivore,0,0,0,0,0,0,0,1,1,0
Kaluga Sturgeon,Actinopterygii,Acipenseriformes,Acipenseridae,1.0,566.928,55.0,46.946866126588716,Carnivore,1,0,0,0,0,0,0,0,0,1
Kangal Shepard Dog,Mammalia,Carnivora,Canidae,,,,,Omnivore,0,1,0,0,0,0,0,0,0,0
Kangaroo,Mammalia,Diprotodontia,Macropodidae,0.0,,7.0,56.5,Herbivore,0,0,0,0,0,0,0,1,1,0
Kangaroo Mouse,Mammalia,Rodentia,Heteromyidae,0.0,7.4295,5.0,0.01417474627204173,Herbivore,0,0,0,0,1,0,0,0,0,0
Kangaroo Rat,Mammalia,Rodentia,Heteromyidae,1.0,1100.0,3.5,0.12757271644837556,Omnivore,0,0,0,0,1,1,0,0,0,0
Katydid,Insecta,Orthoptera,Tettigoniidae,0.0,8.89,1.0,,Omnivore,1,1,1,1,1,1,0,1,1,1
Kaua’i ‘Ō‘ō,Aves,Passeriformes,Mohoidae,1.0,20.32,,,Omnivore,0,0,0,0,1,0,0,0,0,0
Kea,Aves,Psittaciformes,Nestoridae,1.0,50.8,12.0,0.8618265279277155,Omnivore,0,0,0,0,0,0,0,1,1,0
Keagle,Mammalia,Carnivora,Canidae,,,,,Omnivore,0,0,0,0,0,0,0,1,1,0
Keel-Billed Toucan,Aves,Piciformes,Ramphastidae,0.0,,17.5,3.05,Omnivore,0,0,0,1,1,1,0,0,0,0
Keelback,Reptilia,Squamata,Colubridae,0.0,6.35,10.0,,Omnivore,1,0,0,0,0,0,0,1,1,0
Keeshond,Mammalia,Carnivora,Canidae,,,14.0,17.954545454545453,Omnivore,0,1,0,0,0,0,0,0,0,0
Kelp Greenling,Actinopterygii,Scorpaeniformes,Hexagrammidae,0.0,,21.5,,Omnivore,0,0,0,0,1,0,0,0,0,0
Kentucky Warbler,Aves,Passeriformes,Parulidae,0.0,13.144499999999999,7.25,0.01417474627204173,Omnivore,0,0,0,1,1,1,0,0,0,0
Kenyan Sand Boa,Reptilia,Squamata,Boidae,0.0,,,,Carnivore,1,0,1,0,0,0,0,0,0,0
Kermode Bear (Spirit Bear),Mammalia,Carnivora,Ursidae,1.0,97.155,25.0,169.87054458364707,Omnivore,0,0,0,0,1,0,0,0,0,0
Kerry Blue Terrier,Mammalia,Carnivora,Canidae,,,14.0,18.14371637742559,Omnivore,0,1,0,0,0,0,0,0,0,0
Kestrel,Aves,Falconiformes,Falconidae,0.0,30.099,11.0,0.164021164021164,Carnivore,1,1,1,1,1,0,0,0,0,0
Keta Salmon,Actinopterygii,Salmoniformes,Salmonidae,,,4.0,,Carnivore,0,0,0,0,0,0,0,0,1,0
Key Deer,Mammalia,Artiodactyla,Cervidae,1.0,,8.0,29.256742658598764,Herbivore,0,0,0,0,1,0,0,0,0,0
Khao Manee,Mammalia,Carnivora,Felidae,1.0,,10.5,3.855539730202938,Carnivore,1,1,0,0,1,0,0,0,0,0
Kiko Goat,Mammalia,Artiodactyla,Bovidae,,,10.0,124.73805009480093,Herbivore,0,0,0,0,1,0,0,1,1,0
Killdeer,Aves,Charadriiformes,Charadriidae,0.0,,11.0,0.12522045855379188,,0,0,0,1,1,1,0,0,0,0
Killer Clown Ball Python,Reptilia,Squamata,Pythonidae,0.0,182.88,25.0,,Omnivore,1,0,1,0,0,0,0,0,0,0
Killer Whale,Mammalia,Cetacea,Delphinidae,,,40.0,1.3607787283069193,Carnivore,0,0,0,0,0,0,0,0,1,0
Killifish,Actinopterygii,Cyprinodontiformes,,,,,,Omnivore,1,1,1,1,1,1,0,0,0,1
Kinabalu Giant Red Leech,Clitellata,Arhynchobdellida,Salifidae,,50.8,5.0,,Carnivore,1,0,0,0,0,0,0,0,0,0
Kinder Goat,Mammalia,Artiodactyla,Bovidae,,,15.0,60.22727272727272,Herbivore,0,0,0,1,1,0,0,0,0,0
King Cobra,Reptilia,Squamata,Elapidae,1.0,,20.0,,Carnivore,1,0,0,0,0,0,0,0,0,0
King Crab,Malacostraca,Decapoda,Lithodidae,0.0,,22.5,5.0,Carnivore,0,0,0,0,0,0,0,0,1,0
King Eider,Aves,Anseriformes,Anatidae,0.0,60.96,9.0,1.587575183024739,Omnivore,1,1,0,0,1,0,0,0,0,1
King Penguin,Aves,Sphenisciformes,Spheniscidae,0.0,,17.5,13.5,Carnivore,0,0,0,0,0,0,1,0,1,0
King Quail,Aves,Galliformes,Phasianidae,0.0,13.208,2.8,0.03387764359017973,Omnivore,1,0,0,0,1,0,0,1,1,0
King Rat Snake,Reptilia,Squamata,Colubridae,0.0,243.84,17.5,,Carnivore,1,0,0,0,0,0,0,0,0,0
King Salmon,Actinopterygii,Salmoniformes,Salmonidae,0.0,,5.0,58.96707822663317,Carnivore,1,0,0,0,1,0,0,0,1,1
King Shepherd,Mammalia,Carnivora,Canidae,,,11.0,150.0,Omnivore,0,0,0,0,1,0,0,0,0,0
King Snake,Reptilia,Squamata,Colubridae,,121.92,12.5,,Carnivore,0,0,0,0,1,0,0,0,0,0
King Vulture,Aves,Accipitriformes,Cathartidae,0.0,,,,Omnivore,0,0,0,1,1,1,0,0,0,0
Kingfisher,Aves,Coraciiformes,Alcedines,0.0,,8.0,3.1746031746031744,Omnivore,1,1,1,1,1,1,0,0,1,1
Kinkajou,Mammalia,Carnivora,Procyonidae,0.0,58.42,23.0,2.948353911331658,Omnivore,0,0,0,1,0,1,0,0,0,0
Kirtland’s snake,Reptilia,Squamata,Colubridae,0.0,53.34,,,Carnivore,0,0,0,0,1,0,0,0,0,0
Kishu,Mammalia,Carnivora,Canidae,,,11.5,,Omnivore,1,0,0,0,0,0,0,0,0,0
Kissing Bugs,Insecta,Hemiptera,Reduviidae,,2.54,1.5,,Carnivore,1,1,1,1,1,1,0,1,1,1
Kit Fox,Mammalia,Carnivora,Canidae,0.0,40.64,12.0,2.041168092460379,Omnivore,0,0,0,0,1,1,0,0,0,0
Kitefin Shark,Chondrichthyes,Squaliformes,Dalatiidae,1.0,120.0,17.5,8.181818181818182,Omnivore,1,1,1,1,1,1,0,1,1,0
Kiwi,Aves,Struthioniformes,Apterygidae,0.0,,10.0,2.3,Omnivore,0,0,0,0,0,0,0,1,1,0
Klipspringer,Mammalia,Cetartiodactyla,Bovidae,0.0,94.615,15.0,14.09090909090909,Herbivore,0,0,1,0,0,0,0,0,0,0
Knifefish,Actinopterygii,Gymnotiformes,,,15.24,15.0,,Carnivore,0,0,0,1,0,1,0,0,0,0
Knight Anole,Reptilia,Squamata,Dactyloidae,0.0,41.910000000000004,9.0,0.07640188240630494,Omnivore,0,0,0,0,1,1,0,0,0,0
Koala,Mammalia,Diprotodontia,Phascolarctidae,0.0,,17.5,9.5,Herbivore,0,0,0,0,0,0,0,1,1,0
Kodiak Bear,Mammalia,Carnivora,Ursidae,0.0,243.84,22.5,136.5909090909091,Omnivore,0,0,0,0,1,0,0,0,0,0
Kodkod,Mammalia,Carnivora,Felidae,1.0,4600.0,11.0,2.25,Carnivore,0,0,0,1,0,0,0,0,0,0
Koi Fish,Actinopterygii,Cypriniformes,Cyprinidae,,99.06,112.5,15.87575183024739,Omnivore,1,0,0,0,0,0,0,0,0,0
Kokanee Salmon,Actinopterygii,Salmoniformes,Salmonidae,,,,,Omnivore,1,0,0,0,1,0,0,0,0,1
Komodo Dragon,Reptilia,Squamata,Varanidae,1.0,254.99999999999997,32.5,110.0,Carnivore,1,0,0,0,0,0,0,0,0,0
Komondor,Mammalia,Carnivora,Canidae,,,,,Omnivore,0,1,0,0,0,0,0,0,0,0
Kooikerhondje,Mammalia,Carnivora,Canidae,,,13.0,10.886229826455354,Omnivore,0,1,0,0,0,0,0,0,0,0
Kookaburra,Aves,Coraciiformes,Alcedinidae,0.0,4000.0,,6.59090909090909,Carnivore,0,0,0,0,0,0,0,1,1,0
Koolie,Mammalia,Carnivora,Canidae,,,18.0,24.999999999999996,Omnivore,0,0,0,0,0,0,0,1,1,0
Korean Jindo,Mammalia,Carnivora,Canidae,,,13.5,19.318181818181817,Omnivore,1,0,0,0,0,0,0,0,0,0
Kori Bustard,Aves,Otidiformes,Otididae,0.0,16.51,27.0,10.522727272727273,Omnivore,0,0,1,0,0,0,0,0,0,0
Kouprey,Mammalia,Artiodactyla,Bovidae,1.0,219.45600000000002,20.0,113.62502381362775,Herbivore,1,0,0,0,0,0,0,0,0,0
Kowari,Mammalia,Dasyuromorphia,Dasyuridae,1.0,15.621,1.5,0.10432636917019714,Carnivore,0,0,0,0,0,0,0,1,1,0
Krait,Reptilia,Squamata,Elapidae,,91.44,20.0,,Carnivore,1,0,0,0,0,0,0,0,0,0
Krill,Malacostraca,Euphausiacea,,,6.096,,,Omnivore,0,0,0,0,0,0,0,0,1,0
Kudu,Mammalia,Artiodactyla,Bovidae,0.0,,11.0,188.0,Herbivore,0,0,1,0,0,0,0,0,0,0
Kudzu Bug,Insecta,Hemiptera,Plataspidae,,6.35,0.136986301369863,,Herbivore,1,0,0,0,0,0,0,0,0,0
Kuvasz,Mammalia,Carnivora,Canidae,,,11.0,52.272727272727266,Omnivore,0,1,0,0,0,0,0,0,0,0
Labahoula,Mammalia,Carnivora,Canidae,,,12.0,,Omnivore,0,0,0,0,1,0,0,0,0,0
Labmaraner,Mammalia,Carnivora,Canidae,,,11.0,40.90909090909091,Omnivore,0,1,0,0,0,0,0,0,0,0
Labout’s Fairy Wrasse,Actinopterygii,Labriformes,Labridae,0.0,,,,Carnivore,0,0,0,0,0,0,0,1,1,0
Labrabull,Mammalia,Carnivora,Canidae,,,,,Omnivore,0,0,0,0,1,0,0,0,0,0
Labradane,Mammalia,Carnivora,Canidae,,,,,Omnivore,0,0,0,0,1,0,0,0,0,0
Labradoodle,Mammalia,Carnivora,Canidae,,,12.0,54.5,Omnivore,0,0,0,0,0,0,0,1,1,0
Labrador Retriever,Mammalia,Carnivora,Canidae,,,15.0,54.5,Omnivore,0,1,0,0,0,0,0,0,0,0
Labraheeler,Mammalia,Carnivora,Canidae,,,11.0,36.36363636363636,Omnivore,0,0,0,0,1,0,0,0,0,0
Labrottie,Mammalia,Carnivora,Canidae,0.0,,,,Omnivore,0,0,0,0,1,0,0,0,0,0
Lace Bug,Insecta,Hemiptera,Tingidae,0.0,0.5969000000000001,0.08904109589041095,,Herbivore,1,1,1,1,1,0,0,1,1,0
Lace Monitor,Reptilia,Squamata,Varanidae,0.0,167.64000000000001,12.5,19.958088015168148,Carnivore,0,0,0,0,0,0,0,1,1,0
Ladybug,Insecta,Coleoptera,Coccinellidae,0.0,10.668000000000001,1.5,0.00019844644780858423,Carnivore,1,1,1,1,1,1,0,1,1,1
Ladyfish,Actinopterygii,Elopiformes,Elopidae,0.0,91.44,6.0,3.855539730202938,Carnivore,0,0,0,0,1,0,0,0,0,0
Lagotto Romagnolo,Mammalia,Carnivora,Canidae,,,16.0,14.401574874581561,Omnivore,0,1,0,0,0,0,0,0,0,0
Lake Sturgeon,Actinopterygii,Acipenseriformes,Acipenseridae,,,117.0,,Carnivore,1,1,1,1,1,1,1,1,1,1
Lakeland Terrier,Mammalia,Carnivora,Canidae,,,14.0,7.727272727272727,Omnivore,0,1,0,0,0,0,0,0,0,0
LaMancha Goat,Mammalia,Artiodactyla,Bovidae,,91.44,8.5,157.5,Herbivore,0,0,0,0,1,0,0,0,0,0
Lamprey,Hyperoartia,Petromyzontiformes,,0.0,19.0,6.0,2.3133238381217627,Carnivore,0,0,0,0,0,0,0,0,1,0
Lancashire Heeler,Mammalia,Carnivora,Canidae,,,13.5,5.896707822663316,Omnivore,0,1,0,0,0,0,0,0,0,0
Lancetfish,Actinopterygii,Aulopiformes,Alepisauridae,,213.36,,5.216318458509857,Carnivore,0,0,0,0,0,0,0,0,1,0
Landseer Newfoundland,Mammalia,Carnivora,Canidae,0.0,,,,Omnivore,0,0,0,0,1,0,0,0,0,0
Lappet-faced Vulture,Aves,Accipitriformes,Accipitridae,1.0,104.14,45.0,6.894612223421724,Carnivore,1,0,1,0,0,0,0,0,0,0
Lapponian Herder,Mammalia,Carnivora,Canidae,,,12.0,,Omnivore,0,1,0,0,0,0,0,0,0,0
Larder Beetle,Insecta,Coleoptera,Dermestidae,,0.635,0.20833333333333334,,Omnivore,1,1,1,1,1,1,0,1,1,1
Large Munsterlander,Mammalia,Carnivora,Canidae,,,,,Omnivore,0,1,0,0,0,0,0,0,0,0
Lavender Albino Ball Python,Reptilia,Squamata,Pythonidae,0.0,152.4,30.0,,,0,0,1,0,0,0,0,0,0,0
Lawnmower Blenny,Actinopterygii,Blenniiformes,Blenniidae,0.0,1400.0,3.5,,Herbivore,0,0,1,0,0,0,0,1,1,0
Lazarus Lizard,Reptilia,Squamata,Lacertidae,0.0,20.32,8.5,0.01417474627204173,Carnivore,0,1,0,0,1,0,0,0,0,0
Leaf-Tailed Gecko,Reptilia,Squamata,Gekkonidae,0.0,2000.0,5.5,0.7054673721340388,Carnivore,0,0,1,0,0,0,0,0,0,0
Leatherback Sea Turtle,Reptilia,Testudines,Dermochelyidae,1.0,228.6,50.0,113.62502381362775,Omnivore,1,0,1,0,1,1,0,0,0,0
Leech,Clitellata,,,0.0,45.72,10.0,0.02834949254408346,Carnivore,1,1,1,1,1,1,0,1,1,1
Leedsichthys,Actinopterygii,Pachycormiformes,Pachycormidae,1.0,1750.0,,22557.499999999996,Omnivore,0,1,0,1,0,0,0,0,0,0
Leichhardt’s Grasshopper,Insecta,Orthoptera,Pyrgomorphidae,,3.175,0.875,,Herbivore,0,0,0,0,0,0,0,1,1,0
Lemming,Mammalia,Rodentia,Cricetidae,0.0,,2.0,2.504409171075838,Herbivore,0,1,0,0,1,0,0,0,0,0
Lemon Blast Ball Python,Reptilia,Squamata,Pythonidae,0.0,,25.0,,Carnivore,0,0,1,0,0,0,0,0,0,0
Lemon Shark,Chondrichthyes,Carcharhiniformes,Carcharhinidae,0.0,274.32,27.0,99.79044007584075,Omnivore,0,0,0,0,0,0,0,0,1,0
Lemur,Mammalia,Primates,Lemuridae,0.0,,12.0,5.015,Omnivore,0,0,1,0,0,0,0,0,0,0
Leonberger,Mammalia,Carnivora,Canidae,,,8.5,,Omnivore,0,1,0,0,0,0,0,0,0,0
Leopard,Mammalia,Carnivora,Felidae,0.0,14500.0,12.5,60.0,Carnivore,1,0,1,0,0,0,0,0,0,0
Leopard Cat,Mammalia,Carnivora,Felidae,0.0,5550.0,11.5,4.85,Carnivore,1,0,0,0,0,0,0,0,0,0
Leopard Frog,Amphibia,Anura,Ranidae,0.0,,,,Carnivore,0,0,0,1,1,1,0,0,0,0
Leopard Gecko,Reptilia,Squamata,Eublepharidae,0.0,22.86,11.5,65000.0,Carnivore,1,0,0,0,0,0,0,0,0,0
Leopard Lizard,Reptilia,Squamata,Crotaphytidae,,30.48,7.0,0.03260191642569598,Omnivore,0,0,0,0,1,1,0,0,0,0
Leopard Seal,Mammalia,Carnivora,Phocidae,0.0,,22.0,395.5,Carnivore,0,0,0,0,0,0,1,0,1,0
Leopard Shark,Chondrichthyes,Carcharhiniforme,Triakidae,0.0,137.16,,13.607787283069193,Carnivore,0,0,0,0,0,0,0,0,1,0
Leopard Tortoise,Reptilia,Testudines,Testudinidae,0.0,5500.0,75.0,36.0,Herbivore,0,0,1,0,0,0,0,0,0,0
Leptocephalus,Actinopterygii,Anguilliformes,Ophichthidae,,,,,Omnivore,1,1,1,1,1,0,0,1,1,1
Lesser Jacana,Aves,Charadriiformes,Jacanidae,0.0,,,,Carnivore,0,0,1,0,0,0,0,0,0,0
Lhasa Apso,Mammalia,Carnivora,Canidae,,,13.5,8.181818181818182,Omnivore,1,0,0,0,0,0,0,0,0,0
Lhasapoo,Mammalia,Carnivora,Canidae,,,,,Omnivore,0,0,0,0,1,0,0,0,0,0
Liger,Mammalia,Carnivora,Felidae,,,20.0,500.0,Carnivore,1,0,1,0,1,0,0,0,0,1
Limpet,Gastropoda,Patellogastropoda,,,6.35,9.0,4300.0,Herbivore,0,0,0,0,0,0,0,0,1,0
Lineback Cattle,Mammalia,Artiodactyla,Bovidae,1.0,,12.5,545.4545454545454,Herbivore,0,0,0,0,1,0,0,0,0,0
Linnet,Aves,Passeriformes,Fringillidae,0.0,12.7,5.0,0.017718432840052162,Omnivore,1,1,1,0,0,0,0,0,0,1
Lion,Mammalia,Carnivora,Felidae,1.0,195.0,11.5,184.5,Carnivore,1,0,1,0,0,0,0,0,0,0
Lion’s Mane Jellyfish,Scyphozoa,Semaeostomeae,Cyaneidae,,12000.0,,90.71858188712795,Carnivore,0,0,0,0,0,0,0,0,1,0
Lionfish,Actinopterygii,Scorpaeniformes,Scorpaenidae,0.0,3250.0,14.0,,Carnivore,0,0,0,0,0,0,0,0,1,0
Liopleurodon,Reptilia,Plesiosauria,Pliosauridae,1.0,594.36,,45.90909090909091,Carnivore,0,1,0,0,0,0,0,0,0,0
Little Brown Bat,Mammalia,Chiroptera,Vespertilionidae,1.0,2450.0,6.5,0.3350970017636684,Carnivore,0,0,0,0,1,0,0,0,0,0
Little Penguin,Aves,Sphenisciformes,Spheniscidae,0.0,,15.0,2.0,Carnivore,0,0,0,0,0,0,0,1,1,0
Livyatan,Mammalia,Artiodactyla,incertae sedis,1.0,1550.0,,0.0595,Carnivore,0,0,0,1,0,0,0,0,1,0
Lizard,Reptilia,Squamata,Lacertidae,0.0,,15.5,150.005,Omnivore,1,1,1,1,1,1,0,1,1,1
Lizardfish,Actinopterygii,Aulopiformes,Synodontidae,0.0,76.2,8.0,6.8038936415345965,Carnivore,0,0,0,1,1,1,0,0,0,0
Llama,Mammalia,Artiodactyla,Camelidae,0.0,,17.5,167.0,Herbivore,0,0,0,1,0,0,0,0,0,0
Loach,Actinopterygii,Cypriniformes,,0.0,1100.0,8.5,3.4499999999999997,Omnivore,1,1,0,0,1,0,0,0,0,0
Lobster,,Decapoda,Nephropidae,0.0,,50.0,4.0,Carnivore,0,0,0,0,0,0,0,0,1,0
Locust,Insecta,Orthoptera,Acrididae,0.0,,,,Herbivore,1,1,1,1,1,1,0,1,1,1
